sensor,n_gateways_used,x_est,y_est,x_true,y_true,error_m
sensor01,3,84.4581806245111,63.68324715229256,201.00943465154864,-38.30408619183589,154.872886516399
sensor02,3,-128.4952551046871,-15.938770885280483,96.18114053756834,-108.86838664122345,243.13657940207702
sensor03,3,-5.462629919553535,203.69289302953098,89.92770232308884,-111.0478072025961,328.87843326671845
sensor04,3,134.16979549664399,106.39905902157756,186.06774614325977,-49.757163636242275,164.5544382752321
sensor05,3,78.12251709536785,-7.9784279830826375,61.296764611620716,18.605477264799664,31.46124544376314
sensor06,3,-53.42449618792314,78.19433388307031,58.17880382102069,14.402309037425898,128.54850838027502
sensor07,3,57.67029370326311,61.499555503500225,201.00943465154864,-38.30408619183589,174.6621774267214
sensor08,3,-14.842358175224987,123.08132969114465,-146.984767873817,174.8454686930666,141.91949312043377
sensor09,3,-68.90956670186624,174.187129381258,-144.13831490461993,165.6607677522661,75.71039161688216
sensor10,3,92.66782056433712,67.76891659062743,143.0206189330293,-140.2031169689274,213.98077260925749
