sensor,n_gateways_used,x_est,y_est,x_true,y_true,error_m
sensor01,3,140.76265301194127,184.72490790962343,201.00943465154864,-38.30408619183589,231.0229575341795
sensor02,3,-111.54398221243922,-37.94401924590005,96.18114053756834,-108.86838664122345,219.49941346603302
sensor03,3,56.23152116982251,322.6146986838083,89.92770232308884,-111.0478072025961,434.9696559945182
sensor04,3,186.3955353698276,205.9928636544768,186.06774614325977,-49.757163636242275,255.75023735078057
sensor05,3,137.6193177985012,103.49009795396947,61.296764611620716,18.605477264799664,114.15135108490148
sensor06,3,-23.898433464880227,141.88998301414978,58.17880382102069,14.402309037425898,151.62381045364057
sensor07,3,138.67274857105787,177.39317664330613,201.00943465154864,-38.30408619183589,224.52432301661662
sensor08,3,49.00468737573671,223.3903146229566,-146.984767873817,174.8454686930666,201.91203192324517
sensor09,3,-14.302846315071989,277.36149015028946,-144.13831490461993,165.6607677522661,171.27259059203772
sensor10,3,163.1942746686395,172.2939328323527,143.0206189330293,-140.2031169689274,313.1475411371494
