sensor,n_gateways_used,x_est,y_est,x_true,y_true,error_m
sensor01,3,1666.1387994071815,-375.6584350236616,201.00943465154864,-38.30408619183589,1503.4666647933998
sensor02,3,2228.212166602382,615.8224900934646,96.18114053756834,-108.86838664122345,2251.8288484974764
sensor03,3,2294.488396987528,-73.19615918962222,89.92770232308884,-111.0478072025961,2204.885621459003
sensor04,3,2675.9607065798737,-481.1713427871167,186.06774614325977,-49.757163636242275,2526.991323373357
sensor05,3,2196.6037234531796,-1084.456707979548,61.296764611620716,18.605477264799664,2403.3896881265887
sensor06,3,3108.957829074319,-1671.835019133042,58.17880382102069,14.402309037425898,3485.778103643567
sensor07,3,1515.6341435013296,-412.06856679180726,201.00943465154864,-38.30408619183589,1366.7252877138615
sensor08,3,1169.9114438394984,-417.2562313150595,-146.984767873817,174.8454686930666,1443.8836710682042
sensor09,3,1512.2118540765637,-521.6012061221496,-144.13831490461993,165.6607677522661,1793.2721218537229
sensor10,3,2325.263059722554,-470.7514993261612,143.0206189330293,-140.2031169689274,2207.134862998182
