sensor,n_gateways_used,x_est,y_est,x_true,y_true,error_m
sensor01,3,249.99214780619081,-69.43643996630435,201.00943465154864,-38.30408619183589,58.039035480688476
sensor02,3,434.4661938853767,255.97036373868642,96.18114053756834,-108.86838664122345,497.5380298000382
sensor03,3,456.21823746473166,29.832522176225595,89.92770232308884,-111.0478072025961,392.448752501822
sensor04,3,581.4185129533796,-104.06607044645584,186.06774614325977,-49.757163636242275,399.0635114568484
sensor05,3,424.09221472480067,-302.06600916043084,61.296764611620716,18.605477264799664,484.2011367489668
sensor06,3,723.5293756789837,-494.84520839264417,58.17880382102069,14.402309037425898,837.868973933519
sensor07,3,200.59610015630034,-81.38634671791513,201.00943465154864,-38.30408619183589,43.08424326179964
sensor08,3,87.12894631072594,-83.08895267677917,-146.984767873817,174.8454686930666,348.33804974001765
sensor09,3,199.47289522632497,-117.33526430465103,-144.13831490461993,165.6607677522661,445.1465128332604
sensor10,3,466.3185675689352,-100.64624877380395,143.0206189330293,-140.2031169689274,325.70893357964746
